	mouseSampleTag5	mouseSampleTag6	mouseSampleTag7	mouseSampleTag8	mouseSampleTag9	TagIDs
Aoki_321473	1.68268482081721	-0.572516123171357	0.16533909600526	-0.637753896825556	-0.637753896825556	mouseSampleTag5
Aoki_471244	1.66998426764797	-0.575516322788198	0.20124378709835	-0.647855865979059	-0.647855865979059	mouseSampleTag5
Aoki_502177	1.6703232147906	-0.576995856325013	0.200441745139049	-0.646884551802318	-0.646884551802318	mouseSampleTag5
Aoki_580090	1.67337966870939	-0.583757366658185	0.192531653952905	-0.641076978002057	-0.641076978002057	mouseSampleTag5
Aoki_753814	1.66954335932979	-0.590992968051981	0.203567152158143	-0.641058771717977	-0.641058771717977	mouseSampleTag5
Aoki_265488	1.68036120025934	-0.594846411548609	0.17342690367432	-0.629470846192526	-0.629470846192526	mouseSampleTag5
Aoki_691695	1.68077747304262	-0.592355508168519	0.172116087336118	-0.630269026105111	-0.630269026105111	mouseSampleTag5
Aoki_737312	1.67283963281197	-0.605720614056423	0.195128844801447	-0.631123931778495	-0.631123931778495	mouseSampleTag5
Aoki_862766	1.67111007065224	-0.608171792570716	0.200007008853369	-0.631472643467445	-0.631472643467445	mouseSampleTag5
Aoki_326630	1.67584590930913	-0.596140422490626	0.186339329953146	-0.633022408385824	-0.633022408385824	mouseSampleTag5
Aoki_476177	1.67387309384793	-0.594329589005711	0.191785988269452	-0.635664746555834	-0.635664746555834	mouseSampleTag5
Aoki_863785	1.67251707508905	-0.597202849159148	0.195698988959647	-0.635506607444775	-0.635506607444775	mouseSampleTag5
Aoki_775217	1.66841484608852	-0.438794697513139	0.178832851103358	-0.704226499839369	-0.704226499839369	mouseSampleTag5
Aoki_811970	1.67146430984038	-0.427754531356774	0.167167959145498	-0.705438868814551	-0.705438868814551	mouseSampleTag5
