p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.94943100455594e-210	2.34233572887401	0.712	0.306	7.23238902690255e-208	4	Irf8
1.66097691155032e-147	2.31898066652605	0.455	0.151	6.1622243418517e-145	4	Il2ra
8.62559107168608e-82	2.24098500737403	0.135	0.024	3.20009428759554e-79	4	Tnfrsf25
4.48764572884794e-161	2.22796955866689	0.379	0.099	1.66491656540258e-158	4	Cd9
3.73240583879858e-234	2.04350271620085	0.858	0.454	1.38472256619427e-231	4	Tnfrsf9
8.05932222522165e-171	2.03640491139943	0.676	0.297	2.99000854555723e-168	4	Cd160
4.84253607685459e-106	1.98021370523882	0.283	0.078	1.79658088451305e-103	4	Myc
5.26927220348886e-62	1.94262034414352	0.258	0.095	1.95489998749437e-59	4	Lap3
2.07304034122824e-105	1.92462210716096	0.32	0.097	7.69097966595676e-103	4	Tnfsf14
2.03852187518585e-50	1.90611905260969	0.203	0.072	7.5629161569395e-48	4	Lta
1.65789821726391e-66	1.76573602303726	0.194	0.055	6.15080238604911e-64	4	Btla
2.31808351638104e-87	1.76190784873461	0.421	0.18	8.60008984577368e-85	4	Stat5a
9.368868780088e-147	1.59673538366069	0.866	0.607	3.47585031741265e-144	4	Tnfrsf18
1.65904103858399e-106	1.54296768187349	0.582	0.279	6.15504225314659e-104	4	Tfrc
2.16370770162581e-62	1.54166965105761	0.243	0.085	8.02735557303175e-60	4	Fas
1.02019536337461e-202	1.37879559144171	0.988	0.834	3.78492479811979e-200	4	Bcl2a1a
4.01399275619474e-92	1.37201473266638	0.656	0.356	1.48919131254825e-89	4	Nfkb1
5.2961232685989e-53	1.28834817533049	0.334	0.151	1.96486173265019e-50	4	Tgfb1
3.58243082610214e-130	1.24047115087397	0.944	0.825	1.32908183648389e-127	4	Lag3
1.73832370164183e-90	1.17274310021274	0.746	0.454	6.4491809330912e-88	4	Nfkb2
1.6232101689102e-21	1.13247478761563	0.167	0.08	6.02210972665684e-19	4	Tspan32
2.78183523753183e-44	1.1193652148699	0.481	0.289	1.03206087312431e-41	4	Jak2
0.00131903127835067	1.11172270460456	0.608	0.615	0.489360604268098	4	Ifng
6.77420371386014e-16	1.07500085902033	0.417	0.311	2.51322957784211e-13	4	Eomes
8.53868288403246e-25	1.03935853706323	0.257	0.141	3.16785134997604e-22	4	Ccnd2
8.35345772344696e-23	0.997975667121295	0.303	0.181	3.09913281539882e-20	4	Tmem97
5.19515326531376e-19	0.978706777600696	0.173	0.088	1.9274018614314e-16	4	Mapk8
9.33408654938238e-89	0.95336681473592	0.918	0.764	3.46294610982086e-86	4	Stat3
1.50744954799157e-80	0.916651850225881	0.942	0.846	5.59263782304873e-78	4	Hif1a
5.73836523893259e-44	0.914097812810716	0.598	0.399	2.12893350364399e-41	4	Il18rap
6.89705708049105e-62	0.913073150979729	0.809	0.608	2.55880817686218e-59	4	Stat4
5.17064747613469e-19	0.896819398941059	0.172	0.087	1.91831021364597e-16	4	Stat6
8.33097532242417e-62	0.890254388332151	0.897	0.759	3.09079184461937e-59	4	Ybx3
1.04362335550503e-27	0.869961232830264	0.42	0.269	3.87184264892368e-25	4	Nrp1
8.27263571807929e-35	0.859437222007337	0.529	0.349	3.06914785140742e-32	4	Atf6b
1.01980830424053e-37	0.751889541298352	0.811	0.686	3.78348880873238e-35	4	Cd5
1.24764222773139e-17	0.727454272969601	0.369	0.251	4.62875266488347e-15	4	Pdia4
6.44307262517633e-27	0.723918205760896	0.754	0.634	2.39037994394042e-24	4	Trbc1
7.43145052473444e-50	0.707696552229182	0.899	0.785	2.75706814467648e-47	4	Cd6
6.09593398911841e-33	0.68499669117373	0.732	0.584	2.26159150996293e-30	4	Xbp1
1.44748705323582e-30	0.637853881702863	0.749	0.595	5.37017696750489e-28	4	Cd27
2.62945203601827e-52	0.622001022133778	0.972	0.909	9.75526705362778e-50	4	Zap70
1.81639832137181e-08	0.608731904563246	0.296	0.221	6.73883777228942e-06	4	Icam1
9.4845117253546e-31	0.606942546447234	0.768	0.624	3.51875385010656e-28	4	Rpn2
2.12048625687154e-79	0.583766386630041	1	0.997	7.86700401299341e-77	4	Gapdh
1.13071629313362e-33	0.553368590034641	0.946	0.884	4.19495744752572e-31	4	Fyn
1.53907016921034e-09	0.551571423240597	0.394	0.312	5.70995032777035e-07	4	Mcm2
6.54047812689858e-65	0.551482845232819	0.996	0.974	2.42651738507937e-62	4	Cd8a
2.34019680968688e-27	0.544352805781317	0.769	0.612	8.68213016393833e-25	4	Bax
0.00204449354049566	0.52706694896186	0.122	0.093	0.75850710352389	4	Ticam1
1.62993780533936e-39	0.520939468753893	0.966	0.918	6.04706925780901e-37	4	Junb
5.35539819453213e-07	0.485291270762543	0.338	0.269	0.000198685273017142	4	Rora
3.23141260099848e-10	0.452273383836316	0.339	0.25	1.19885407497044e-07	4	Cnot2
9.68227786884014e-21	0.441332226241801	0.684	0.54	3.59212508933969e-18	4	Pcna
1.249112895772e-12	0.439610586298608	0.581	0.482	4.63420884331411e-10	4	Casp1
6.16722485108313e-06	0.411785184652047	0.325	0.259	0.00228804041975184	4	Il18r1
1.41127567299562e-11	0.401074970986013	0.618	0.53	5.23583274681375e-09	4	Lamp1
5.25860976681334e-16	0.394994064476037	0.846	0.768	1.95094422348775e-13	4	Dusp1
1.76666010302856e-16	0.37446871324163	0.878	0.8	6.55430898223597e-14	4	Hprt
7.20153574661673e-08	0.373321547794363	0.473	0.381	2.67176976199481e-05	4	Mapk1
3.27624879124039e-30	0.370811636194722	0.997	0.992	1.21548830155018e-27	4	Ptprc
0.00033047443716528	0.33295962698777	0.22	0.176	0.122606016188319	4	Tnfsf10
0.000309235551475645	0.327614730172501	0.176	0.135	0.114726389597464	4	Glg1
2.59495019699863e-09	0.321328201871877	0.655	0.56	9.62726523086492e-07	4	Myd88
5.89167663114055e-05	0.313223423605583	0.55	0.492	0.0218581203015315	4	Cd44
1.43641510494963e-14	0.312085958419146	0.985	0.987	5.32910003936314e-12	4	Lat
5.13866726581406e-05	0.305089877884981	0.512	0.449	0.0190644555561702	4	Anxa5
2.72151571830964e-16	0.280588155998773	0.978	0.957	1.00968233149288e-13	4	Cd3d
3.74743034950241e-09	0.271901159748955	0.817	0.75	1.39029665966539e-06	4	Cst7
3.52764523759524e-05	0.253151470383684	0.165	0.12	0.0130875638314784	4	H2-DMa
8.49434273113983e-148	4.38074916677628	0.124	0.01	3.15140115325288e-145	5	Itgae
1.83330961482662e-104	3.13160048692972	0.149	0.023	6.80157867100678e-102	5	Tnfrsf25
7.19249566102097e-78	3.05054917795012	0.129	0.023	2.66841589023878e-75	5	Trat1
0	2.59848243486927	0.765	0.135	0	5	Tcf7
1.1928536341007e-165	2.39218439600405	0.49	0.159	4.4254869825136e-163	5	Il7r
8.06174544707891e-73	2.24087288509541	0.155	0.035	2.99090756086628e-70	5	Nt5e
3.20621776458408e-62	1.95477252673637	0.489	0.283	1.18950679066069e-59	5	Cd7
2.20960720924968e-16	1.7839225759945	0.166	0.09	8.19764274631631e-14	5	Cxcl10
3.76633420045931e-34	1.7431128016069	0.182	0.074	1.39730998837041e-31	5	Bcl6
5.16833531128021e-26	1.71454809221455	0.188	0.09	1.91745240048496e-23	5	Fas
1.51420705358675e-49	1.65125271872502	0.263	0.109	5.61770816880686e-47	5	Cd9
1.70152526267045e-16	1.59061766433285	0.2	0.116	6.31265872450737e-14	5	Trib2
1.37525871319477e-09	1.3722756954474	0.103	0.056	5.10220982595258e-07	5	Qpct
0.00283406873997067	1.249418206779	0.136	0.179	1	5	Zbtb16
1.09368944521144e-22	1.22897744323802	0.353	0.23	4.05758784173444e-20	5	Arl4c
1.09622373107642e-08	1.1960007044294	0.107	0.062	4.06699004229353e-06	5	Pik3ip1
6.039863916833e-14	1.17601075928061	0.122	0.062	2.24078951314504e-11	5	Btla
0.000204322863030799	1.05654482407494	0.157	0.121	0.0758037821844263	5	H2-DMa
1.16781862218881e-21	1.05256434309658	0.421	0.294	4.3326070883205e-19	5	Jak2
2.75895265501198e-10	1.04152461734878	0.256	0.181	1.02357143500944e-07	5	Cd274
1.49317155510261e-39	1.03639716158313	0.712	0.573	5.53966646943067e-37	5	Cxcr3
1.8766092195908e-24	1.02710950717301	0.401	0.263	6.96222020468185e-22	5	Rora
1.89838396248729e-05	1.00726357402726	0.2	0.155	0.00704300450082784	5	Dpp4
1.62107817858531e-52	0.967321535752509	0.884	0.8	6.0142000425515e-50	5	Icos
2.18544318353487e-14	0.932332023487161	0.35	0.251	8.10799421091436e-12	5	Cxcr4
1.19246390106278e-11	0.910010575955033	0.43	0.341	4.42404107294291e-09	5	Birc3
1.71223874338464e-14	0.906076510504173	0.478	0.38	6.352405737957e-12	5	Mbp
9.99397026903744e-14	0.861054657061887	0.65	0.589	3.70776296981289e-11	5	Cd28
1.04181545617441e-07	0.83451687009987	0.345	0.276	3.86513534240705e-05	5	Nrp1
0.0198274547569407	0.829632365697528	0.114	0.093	1	5	Mapk8
8.99275619425627e-27	0.766929872098272	0.634	0.5	3.33631254806908e-24	5	Cd69
0.00823695293121404	0.750764843690217	0.138	0.112	1	5	Cd1d1
2.14301648886971e-102	0.737606230731121	0.999	0.994	7.95059117370664e-100	5	Btg1
0.0362576280481078	0.732039219151492	0.117	0.098	1	5	Socs1
5.86231094831585e-23	0.701853607537911	0.825	0.788	2.17491736182518e-20	5	Bin2
7.23160177079286e-09	0.695721577966467	0.585	0.533	2.68292425696415e-06	5	Lamp1
0.0141439969869728	0.688389275603017	0.29	0.262	1	5	Il18r1
3.94449755756036e-54	0.681453670129548	0.319	0.136	1.46340859385489e-51	5	Ccr7
2.40532794154796e-09	0.67316276598724	0.583	0.519	8.92376666314295e-07	5	Ifnar1
6.03418950539131e-06	0.667441115278955	0.226	0.174	0.00223868430650018	5	Ighm
0.00289542105398667	0.663217927851539	0.232	0.196	1	5	Stat5a
0.00512416739253559	0.655731928470281	0.397	0.37	1	5	Ikbkb
2.46673249650054e-38	0.6455616341868	0.959	0.918	9.15157756201702e-36	5	Junb
5.52656711411749e-28	0.642705089941064	0.844	0.768	2.05035639933759e-25	5	Dusp1
0.00449649161399774	0.631952581274145	0.184	0.153	1	5	Foxo1
7.802478182959e-15	0.600611743072493	0.699	0.618	2.89471940587779e-12	5	Stat4
2.5619140445264e-16	0.583765339279056	0.868	0.844	9.50470110519294e-14	5	Bcl2a1a
2.49437186614566e-09	0.551631724839663	0.695	0.64	9.2541196234004e-07	5	Trbc1
0.00123371803876323	0.542625403200058	0.611	0.604	0.457709392381158	5	Ltb
9.69898716801601e-05	0.538347472295881	0.28	0.232	0.0359832423933394	5	Fyb
8.45684987329216e-57	0.52852781098135	0.989	0.986	3.13749130299139e-54	5	Lat
2.26463627655073e-12	0.523347751471984	0.857	0.853	8.40180058600322e-10	5	Hif1a
3.43789755967411e-15	0.517359687789433	0.876	0.891	1.27545999463909e-12	5	Fyn
0.000119982901332324	0.450971664746772	0.423	0.376	0.044513656394292	5	Nfkb1
0.000270947716316563	0.449304700013458	0.468	0.435	0.100521602753445	5	Il4ra
0.000136645842984352	0.448673618867526	0.532	0.494	0.0506956077471947	5	Cd44
0.0143333244392901	0.448150502350643	0.573	0.567	1	5	Myd88
0.0064199486326143	0.444656184548617	0.546	0.536	1	5	Fosb
7.53345453141883e-44	0.443048601757315	0.994	0.992	2.79491163115639e-41	5	Ptprc
4.43996756666861e-09	0.4227469498401	0.938	0.93	1.64722796723405e-06	5	Ifngr1
2.03354826473615e-28	0.385514128159223	0.981	0.985	7.54446406217111e-26	5	Lck
0.0262342466982373	0.367123768120036	0.627	0.628	1	5	Tnfrsf18
9.81425872668444e-07	0.364606439158605	0.844	0.844	0.000364108998759993	5	Itk
6.56660921436011e-06	0.361696531058843	0.828	0.829	0.0024362120185276	5	Ifi211
0.000293407859705888	0.358925990430603	0.257	0.325	0.108854315950885	5	Eomes
9.50224967732738e-14	0.35136860522098	0.951	0.96	3.52533463028846e-11	5	Cd3d
2.4083889704581e-79	0.329565449417654	1	1	8.93512308039956e-77	5	H2-K1
4.45013319807835e-23	0.314472212473815	0.999	0.998	1.65099941648707e-20	5	Fth1
1.66451142364943e-05	0.312138684516205	0.789	0.795	0.0061753373817394	5	Cd6
0.00492065114108292	0.293973554500749	0.504	0.475	1	5	Nfkb2
5.01171146265803e-07	0.290298675863999	0.94	0.951	0.000185934495264613	5	Cd2
6.033909508985e-15	0.267224480031674	0.979	0.993	2.23858042783344e-12	5	Cd8b1
0.0327853782430294	0.265251079290159	0.478	0.451	1	5	Irf7
0.0125363703612992	0.259400984965953	0.19	0.16	1	5	Nod1
0	5.55536115468499	0.683	0.028	0	6	Ifit3
0	5.31326981835394	0.769	0.046	0	6	Ifit3b
2.71677740740028e-130	5.23838752786204	0.116	0.009	1.0079244181455e-127	6	Ifi204
0	5.21968389855687	0.439	0.022	0	6	Ifit1
0	4.98104575099778	0.419	0.025	0	6	Rsad2
0	4.09089453920929	0.313	0.025	0	6	Cmpk2
1.54124252108944e-263	3.9221915919962	0.282	0.031	5.71800975324181e-261	6	Usp18
0	3.48143379172002	0.527	0.09	0	6	Mx1
0	3.39268643366707	0.806	0.24	0	6	Isg15
2.1749398949996e-67	2.3720253883608	0.25	0.083	8.06902701044853e-65	6	Cxcl10
2.65629991525737e-266	2.0467494364985	0.89	0.418	9.85487268560483e-264	6	Irf7
3.53383820268882e-123	1.6992451773036	0.608	0.273	1.31105397319755e-120	6	Ddx58
1.60945491872353e-19	1.66287519966434	0.143	0.066	5.97107774846431e-17	6	Ifitm3
1.24987428828482e-90	1.21122508486118	0.886	0.692	4.63703360953668e-88	6	Lgals9
4.72095216556953e-102	1.11167813791728	0.956	0.818	1.75147325342629e-99	6	Ifi211
9.08073607572916e-19	0.919516253293191	0.291	0.178	3.36895308409552e-16	6	Cd274
7.26428012671297e-41	0.897030599287304	0.517	0.321	2.69504792701051e-38	6	Stat1
7.13674179227677e-14	0.764379492946401	0.232	0.144	2.64773120493468e-11	6	Ccnd2
7.24006507599266e-09	0.697422854731725	0.247	0.174	2.68606414319328e-06	6	Tnfsf10
3.87640099921597e-16	0.622700721166105	0.372	0.254	1.43814477070913e-13	6	Il12rb1
1.12658463917848e-16	0.595118073507422	0.298	0.187	4.17962901135216e-14	6	Cd86
3.16412654877366e-07	0.580302252807456	0.294	0.227	0.000117389094959503	6	Il15ra
0.000101622719647659	0.561483565236983	0.201	0.155	0.0377020289892814	6	Dpp4
3.31000527219185e-14	0.531580981453235	0.557	0.439	1.22801195598318e-11	6	Casp8
0.00101499453863736	0.42917394864055	0.146	0.111	0.376562973834461	6	Cd1d1
1.34910331140152e-13	0.426714911952688	0.601	0.481	5.00517328529964e-11	6	Casp1
3.43654887008285e-13	0.40944621339372	0.693	0.576	1.27495963080074e-10	6	Cxcr3
8.90098993719352e-12	0.394829079462186	0.884	0.86	3.3022672666988e-09	6	Gzmb
9.38461114985095e-07	0.32700410534818	0.609	0.545	0.00034816907365947	6	Klrk1
0.000221549622373705	0.298613160952779	0.136	0.097	0.0821949099006446	6	Socs1
0.000195866557354485	0.284144944278809	0.589	0.533	0.072666492778514	6	Ccr5
1.59283801149496e-05	0.256961933317536	0.661	0.6	0.00590942902264629	6	Ltb
0	7.29058783894665	0.868	0.021	0	7	Sell
0	6.14179956025129	0.417	0.013	0	7	Cxcr5
0	5.68107238160704	0.268	0.009	0	7	Il6ra
0	4.23333175852315	0.969	0.157	0	7	Tcf7
0	4.05875941941396	0.925	0.123	0	7	Ccr7
2.38918089691113e-117	3.86319094825643	0.322	0.057	8.86386112754031e-115	7	Pik3ip1
6.25705522116351e-83	3.78546802718732	0.204	0.032	2.32136748705166e-80	7	Lef1
0	3.63693929533241	0.822	0.162	0	7	Il7r
2.76704366299138e-72	3.52426367371836	0.147	0.019	1.0265731989698e-69	7	Tlr1
2.88714660278065e-47	3.52111397089164	0.158	0.032	1.07113138963162e-44	7	Gzmm
6.1802545716673e-85	3.45714615546394	0.346	0.085	2.29287444608857e-82	7	Myc
2.289114951974e-60	3.18412298356028	0.154	0.024	8.49261647182354e-58	7	Bach2
2.5114890994717e-72	3.18316354478626	0.305	0.075	9.31762455904003e-70	7	Txk
7.01391313245098e-50	3.06365553959238	0.235	0.062	2.60216177213931e-47	7	Jun
1.12272919605829e-128	3.0012599249355	0.572	0.163	4.16532531737626e-126	7	Ighm
3.5972384310992e-179	2.95916612345853	0.888	0.421	1.3345754579378e-176	7	Il4ra
6.08425197352063e-22	2.94140353752986	0.182	0.068	2.25725748217615e-19	7	Bcl2
9.79576248456791e-75	2.89880534912204	0.217	0.038	3.6342278817747e-72	7	Nt5e
1.34276160181651e-43	2.79482576740435	0.221	0.061	4.98164554273926e-41	7	Btla
2.13291467502225e-27	2.63307109288582	0.235	0.091	7.91311344433254e-25	7	Cxcl10
2.61223675722262e-29	2.46042569741683	0.246	0.092	9.69139836929591e-27	7	Fas
5.15461248924428e-98	2.4510241892474	0.827	0.499	1.91236123350963e-95	7	Cd69
1.50387650785378e-21	2.24433350067569	0.221	0.095	5.57938184413751e-19	7	Socs1
5.00446034092096e-29	2.01420737891815	0.43	0.233	1.85665478648168e-26	7	Arl4c
2.33380703509189e-18	1.88227587477029	0.235	0.108	8.65842410019092e-16	7	Cd72
1.89824117059032e-217	1.87837189104342	1	0.994	7.04247474289008e-215	7	Btg1
4.59719119599659e-24	1.8096563733657	0.542	0.366	1.70555793371474e-21	7	Ikbkb
9.76173721551591e-18	1.5960563934367	0.404	0.253	3.6216045069564e-15	7	Cxcr4
1.70009317597036e-27	1.59311719359533	0.539	0.341	6.30734568285003e-25	7	Birc3
0.000138914108736196	1.53074225101912	0.213	0.157	0.0515371343411286	7	Dpp4
0.000619814645798449	1.47624624873264	0.169	0.122	0.229951233591225	7	H2-DMa
0.00303736641116815	1.4275595643769	0.191	0.149	1	7	Ccnd2
6.50986089081604e-06	1.40090524781211	0.136	0.079	0.00241515839049275	7	Slc25a37
0.00547569156898644	1.36406754215223	0.226	0.185	1	7	Cd274
1.13103444318241e-06	1.34411272169931	0.371	0.295	0.000419613778420674	7	Ddx58
8.75686714384337e-64	1.29068175545049	0.985	0.929	3.24879771036589e-61	7	Ifngr1
7.48121991658953e-05	1.23003049567607	0.132	0.081	0.0277553258905472	7	Bcl6
0.000968036606785109	1.21874049246457	0.471	0.447	0.359141581117276	7	Casp8
4.69563889543668e-33	1.10117949318545	0.893	0.842	1.74208203020701e-30	7	Itk
4.75907179084305e-09	1.08267581662387	0.526	0.451	1.76561563440277e-06	7	Irf7
7.09946396065979e-15	1.05128982569205	0.7	0.621	2.63390112940478e-12	7	Stat4
4.78157777902094e-21	1.00888946486252	0.842	0.789	1.77396535601677e-18	7	Bin2
1.48786386636458e-09	0.969235212974166	0.221	0.129	5.5199749442126e-07	7	Gzma
1.02195749034439e-18	0.956545534927056	0.465	0.294	3.79146228917769e-16	7	Cd7
1.27403451329476e-31	0.928293816998261	0.939	0.921	4.72666804432356e-29	7	Junb
1.49542038746971e-05	0.899439327874833	0.127	0.074	0.00554800963751262	7	Ifit3
1.14301930515895e-05	0.892939449851907	0.575	0.536	0.00424060162213972	7	Lamp1
