p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0.0291911302978748	0.349817171203387	0.138	0.165	1	4	Nod1
2.71117515865545e-05	0.347026883183282	0.124	0.178	0.0100584598386117	4	Zbtb16
0.014800933177465	0.345902853937837	0.578	0.58	1	4	Cxcr3
0.000480264932348627	0.33852973375072	0.582	0.556	0.178178289901341	4	Ccr2
3.91592199249225e-05	0.287279296397741	0.078	0.118	0.0145280705921462	4	Cd1d1
0	5.48496102887847	0.685	0.03	0	5	Ifit3
0	5.17482311784951	0.77	0.048	0	5	Ifit3b
0	4.96162903436681	0.431	0.025	0	5	Ifit1
0	4.32059829195741	0.399	0.031	0	5	Rsad2
0	3.80521511504098	0.297	0.029	0	5	Cmpk2
1.82185753361258e-233	3.7420604722633	0.275	0.036	6.75909144970266e-231	5	Usp18
0	3.47845531313334	0.519	0.091	0	5	Mx1
0	3.21266851691878	0.791	0.246	0	5	Isg15
4.2613537890826e-72	3.02136084692257	0.109	0.018	1.58096225574965e-69	5	Ifi204
8.96197306252288e-54	2.14259417217739	0.24	0.091	3.32489200619599e-51	5	Cxcl10
2.55782141711699e-257	1.95701063206859	0.88	0.424	9.48951745750403e-255	5	Irf7
2.04321379879485e-111	1.63833266096812	0.587	0.278	7.5803231935289e-109	5	Ddx58
1.14247639280744e-82	1.14800940917936	0.88	0.697	4.23858741731561e-80	5	Lgals9
2.77885590991055e-98	1.08143230543764	0.952	0.817	1.03095554257681e-95	5	Ifi211
9.68438881501272e-34	0.877382278044601	0.491	0.323	3.59290825036972e-31	5	Stat1
8.32523362570226e-13	0.750435219241485	0.28	0.189	3.08866167513554e-10	5	Cd274
3.1434940520524e-10	0.736502569922823	0.247	0.17	1.16623629331144e-07	5	Tnfsf10
7.30029909482368e-13	0.703564721074421	0.231	0.147	2.70841096417959e-10	5	Ccnd2
4.11688555810584e-12	0.658008907720226	0.137	0.075	1.52736454205727e-09	5	Ifitm3
5.36579874110819e-18	0.655191739733397	0.296	0.184	1.99071133295114e-15	5	Cd86
8.52418878577773e-10	0.631992234779002	0.303	0.223	3.16247403952354e-07	5	Il15ra
6.98249321180737e-12	0.567599593554027	0.354	0.258	2.59050498158053e-09	5	Il12rb1
5.32582679324379e-12	0.543583917179952	0.542	0.444	1.97588174029345e-09	5	Casp8
0.00204888107203179	0.474261327279763	0.189	0.154	0.760134877723794	5	Dpp4
3.02930839715223e-14	0.443336862268522	0.594	0.473	1.12387341534348e-11	5	Casp1
9.37282407056357e-14	0.400815261090438	0.687	0.571	3.47731773017908e-11	5	Cxcr3
0.00047042854281449	0.390541159489852	0.133	0.099	0.174528989384176	5	Socs1
1.26798716548311e-12	0.381106409933601	0.882	0.849	4.70423238394235e-10	5	Gzmb
4.04071256108097e-06	0.337008867702961	0.596	0.534	0.00149910436016104	5	Klrk1
1.15869916155862e-05	0.330277880402619	0.594	0.529	0.00429877388938247	5	Ccr5
0.007404087049496	0.292114337387554	0.14	0.112	1	5	Cd1d1
5.18833074004304e-12	0.27695661512695	0.601	0.506	1.92487070455597e-09	5	Cd69
1.15431559830096e-54	1.29599502549421	0.296	0.12	4.28251086969656e-52	6	Klrg1
9.66210828546067e-66	1.04521370855147	0.442	0.201	3.58464217390591e-63	6	Cd38
8.92525336866681e-78	0.68215080023986	0.856	0.532	3.31126899977539e-75	6	Gzmk
7.80059590271278e-55	0.526090230437392	0.817	0.538	2.89402107990644e-52	6	Ccr2
1.17253248873342e-57	0.514315247517233	0.871	0.587	4.350095533201e-55	6	Gimap7
7.74418375166407e-50	0.492699727739389	0.789	0.512	2.87309217186737e-47	6	Havcr2
1.52078327175508e-24	0.461090298507198	0.323	0.182	5.64210593821136e-22	6	Cd86
9.08689969973562e-49	0.456693692351093	0.734	0.463	3.37123978860191e-46	6	Casp1
1.32152571563475e-48	0.445284321177622	0.975	0.842	4.90286040500492e-46	6	Gzmb
7.57625856577993e-43	0.430774928635678	0.768	0.515	2.81079192790435e-40	6	Ccr5
0.000151318265628575	0.410208897720012	0.102	0.069	0.0561390765482015	6	Prf1
6.83967152810911e-32	0.404503730620386	0.341	0.181	2.53751813692848e-29	6	Slamf1
1.28121380462136e-12	0.39030458905377	0.118	0.059	4.75330321514523e-10	6	Maf
5.62717343573779e-31	0.376096257423797	0.79	0.589	2.08768134465872e-28	6	Cd27
4.13565431764971e-27	0.375554989765162	0.498	0.315	1.53432775184804e-24	6	Dock8
3.79565456357196e-20	0.366178317694702	0.265	0.149	1.4081878430852e-17	6	Foxo1
1.75127376506339e-23	0.361281538092076	0.431	0.273	6.49722566838519e-21	6	Entpd1
3.97632764966632e-13	0.354478610954316	0.249	0.156	1.47521755802621e-10	6	Nod1
2.30170373722451e-24	0.344187281561378	0.413	0.253	8.53932086510295e-22	6	Il12rb1
3.76257097608432e-28	0.344173116605065	0.483	0.297	1.39591383212728e-25	6	Cd7
7.20087969888808e-30	0.329004697274256	0.74	0.523	2.67152636828748e-27	6	Itga4
4.08771034846708e-29	0.327604421279537	0.963	0.817	1.51654053928129e-26	6	Cxcr6
1.85044128655649e-30	0.318975867717297	0.984	0.839	6.86513717312458e-28	6	Pdcd1
5.18835689912971e-32	0.307227369048983	1	0.958	1.92488040957712e-29	6	Ctsd
4.51621184299571e-27	0.305433464926958	0.957	0.818	1.67551459375141e-24	6	Rgs1
1.07407546651934e-36	0.303187843858231	1	0.984	3.98481998078675e-34	6	Lgals1
1.56792407517693e-31	0.30239468310457	1	0.974	5.81699831890642e-29	6	S100a10
1.20571016132786e-36	0.296965382477421	0.516	0.302	4.47318469852636e-34	6	Eomes
3.31026968079978e-11	0.293287629532466	0.16	0.093	1.22811005157672e-08	6	Ticam1
5.92309623594182e-11	0.287080155024295	0.181	0.109	2.19746870353441e-08	6	Cd1d1
9.44319775486806e-33	0.286430865282592	0.802	0.563	3.50342636705605e-30	6	Cxcr3
2.1079906503157e-18	0.27401657025227	0.505	0.349	7.82064531267125e-16	6	Il3ra
2.70442474284345e-27	0.254151402546745	0.994	0.927	1.00334157959492e-24	6	Ctla4
5.68685790432535e-113	3.39843831573841	0.162	0.024	2.1098242825047e-110	7	Tnfrsf25
1.93169172241938e-54	2.6539597782345	0.125	0.028	7.16657629017588e-52	7	Trat1
1.8969638720004e-65	2.63424212986721	0.123	0.023	7.03773596512149e-63	7	Itgae
0	2.47798645527298	0.833	0.155	0	7	Tcf7
3.40544944497512e-134	2.20063528332956	0.503	0.18	1.26342174408577e-131	7	Il7r
4.19559500168009e-57	1.93880431785557	0.162	0.042	1.55656574562331e-54	7	Nt5e
1.2321519791266e-27	1.89881143963269	0.183	0.079	4.57128384255968e-25	7	Bcl6
1.02347994991514e-51	1.8801127693887	0.493	0.297	3.79711061418518e-49	7	Cd7
6.86061615190789e-15	1.82582869953051	0.198	0.116	2.54528859235783e-12	7	Trib2
3.69244230742571e-20	1.80955668461028	0.191	0.098	1.36989609605494e-17	7	Fas
2.68987947844379e-14	1.70039980209978	0.174	0.097	9.97945286502645e-12	7	Cxcl10
7.25663141915375e-42	1.67503246394609	0.267	0.115	2.69221025650604e-39	7	Cd9
1.24853740066702e-19	1.58925084917112	0.139	0.061	4.63207375647463e-17	7	Btla
2.57947374550775e-05	1.35020279277902	0.112	0.178	0.00956984759583374	7	Zbtb16
7.22409386195135e-17	1.26087494388192	0.407	0.301	2.68013882278395e-14	7	Jak2
2.65921380053764e-14	1.18373510993485	0.335	0.239	9.86568319999465e-12	7	Arl4c
0.0132175691653136	1.16204921042394	0.179	0.155	1	7	Dpp4
1.74798402108016e-19	1.14406606403011	0.382	0.26	6.4850207182074e-17	7	Rora
9.94661413956189e-57	1.09128535916792	0.349	0.148	3.69019384577746e-54	7	Ccr7
5.38295766764562e-05	1.0738794718017	0.239	0.192	0.0199707729469652	7	Cd274
3.70667442257444e-35	1.07197290383263	0.706	0.571	1.37517621077512e-32	7	Cxcr3
1.27425798275335e-51	1.05510160215564	0.867	0.789	4.72749711601492e-49	7	Icos
2.36703092777058e-06	1.03113230658412	0.109	0.068	0.000878168474202884	7	Pik3ip1
0.0162963972906082	1.0084286145717	0.276	0.257	1	7	Il18r1
0.0109548464350858	1.00781777521772	0.156	0.13	1	7	H2-DMa
1.47580514727524e-05	0.932510255160738	0.398	0.353	0.00547523709639114	7	Birc3
0.00233666592619776	0.93185261614922	0.308	0.275	0.866903058619371	7	Nrp1
2.35499749814978e-11	0.918419196007219	0.467	0.38	8.73704071813569e-09	7	Mbp
1.34785785825097e-10	0.852159770281146	0.623	0.578	5.00055265411109e-08	7	Cd28
0.0261216086273077	0.848207946971042	0.383	0.375	1	7	Ikbkb
8.59310851326574e-119	0.798552709984332	0.999	0.994	3.18804325842159e-116	7	Btg1
3.38311673220915e-06	0.795313479181512	0.32	0.264	0.0012551363076496	7	Cxcr4
0.0192850252257979	0.783503157254136	0.135	0.112	1	7	Tnfsf14
2.99513350719303e-21	0.725011924821796	0.814	0.789	1.11119453116862e-18	7	Bin2
3.71071378535882e-35	0.710351933170792	0.953	0.92	1.37667481436812e-32	7	Junb
0.000418754648604195	0.709295923329885	0.538	0.524	0.155357974632156	7	Ifnar1
2.35416092066554e-17	0.696667329910959	0.603	0.507	8.73393701566916e-15	7	Cd69
1.45543972769191e-23	0.672759071229093	0.82	0.776	5.39968138973698e-21	7	Dusp1
6.35731077542597e-14	0.660465144208365	0.85	0.829	2.35856229768303e-11	7	Bcl2a1a
1.31398384192341e-21	0.65711838575343	0.875	0.885	4.87488005353584e-19	7	Fyn
0.0214029287720667	0.652134577495865	0.26	0.237	1	7	Fyb
6.21582529296713e-13	0.641825526220091	0.844	0.847	2.3060711836908e-10	7	Hif1a
0.000269934088006083	0.638483868231814	0.551	0.544	0.100145546650257	7	Lamp1
2.51124722613846e-60	0.631183348879508	0.985	0.978	9.3167272089737e-58	7	Lat
1.20481208185867e-07	0.621202426112303	0.67	0.637	4.46985282369567e-05	7	Trbc1
3.82002323894093e-07	0.56340834679359	0.656	0.622	0.000141722862164709	7	Stat4
2.22861159462603e-50	0.511262641130287	0.995	0.991	8.26814901606257e-48	7	Ptprc
8.30591208854807e-08	0.504631769706979	0.924	0.931	3.08149338485133e-05	7	Ifngr1
0.0363239399049907	0.503528325215179	0.396	0.381	1	7	Nfkb1
0.00210664089223068	0.485902117837682	0.309	0.393	0.781563771017583	7	Mapk1
3.72377155052693e-09	0.450090074116043	0.213	0.324	1.38151924524549e-06	7	Eomes
1.07620057025665e-27	0.432398409584993	0.98	0.979	3.99270411565219e-25	7	Lck
0.00012521077009041	0.425557306528539	0.812	0.828	0.0464531957035422	7	Ifi211
0.00495563490076287	0.407867554695683	0.106	0.142	1	7	Glg1
2.23799505094463e-14	0.402721182660557	0.946	0.954	8.30296163900458e-12	7	Cd3d
3.97193458085545e-25	0.393533136613792	0.98	0.971	1.47358772949737e-22	7	Cd8b1
0.00539129398676429	0.386631731225259	0.167	0.214	1	7	Irf3
0.000264966806812251	0.383394025197372	0.816	0.84	0.0983026853273451	7	Itk
0.000648206199051428	0.375854032935324	0.76	0.786	0.24048449984808	7	Cd6
1.64956900388961e-09	0.370448175301856	0.935	0.945	6.11990100443045e-07	7	Cd2
3.94872904836185e-87	0.364696925348717	1	1	1.46497847694224e-84	7	H2-K1
0.00382153721952004	0.356390991310137	0.232	0.195	1	7	Ighm
7.83739844252716e-19	0.31580943472151	0.994	0.993	2.90767482217758e-16	7	Trac
4.28806061307352e-08	0.251625492013103	0.995	0.995	1.59087048745028e-05	7	Trbc2
5.5814826442315e-214	4.01488024998927	0.256	0.03	2.07073006100989e-211	8	Spp1
3.82089439565315e-236	2.65967049512362	0.357	0.053	1.41755182078732e-233	8	Prf1
4.2387489980716e-198	2.42821568563723	0.341	0.058	1.57257587828456e-195	8	Il1r2
3.65764064220643e-246	2.37092158143982	0.595	0.149	1.35698467825858e-243	8	Ccl3
2.84127141573404e-303	2.11463758589936	0.883	0.307	1.05411169523733e-300	8	Irf8
6.8656185822972e-195	1.98193814610331	0.433	0.092	2.54714449403226e-192	8	Lat2
3.61625035966374e-126	1.94363784065599	0.712	0.33	1.34162888343525e-123	8	Ccl4
1.15461845163229e-227	1.77357121301638	0.932	0.457	4.28363445555581e-225	8	Tnfrsf9
8.08326201599635e-161	1.65168820095339	0.704	0.278	2.99889020793465e-158	8	Tfrc
1.95115000728329e-71	1.38222258786903	0.304	0.099	7.23876652702099e-69	8	Lap3
6.40840108952887e-32	1.31256115945239	0.101	0.027	2.37751680421521e-29	8	Cx3cr1
3.66572640094955e-28	1.30934623729912	0.1	0.029	1.35998449475229e-25	8	Ccl9
2.46490881975315e-95	1.30321035430634	0.878	0.58	9.1448117212842e-93	8	Ifng
5.3386123776328e-146	1.25200869495719	0.92	0.507	1.98062519210177e-143	8	Havcr2
5.49582673554065e-85	1.1805449263423	0.45	0.173	2.03895171888558e-82	8	Tmem97
1.99097494713939e-30	1.15288749384131	0.185	0.073	7.38651705388713e-28	8	Fcer1g
4.31083131348384e-134	1.12543835877533	0.707	0.302	1.59931841730251e-131	8	Tnfrsf4
2.3276434990922e-61	1.05500915080456	0.567	0.301	8.63555738163205e-59	8	Mcm2
1.0488381310412e-84	1.05082798477078	0.583	0.265	3.89118946616284e-82	8	Entpd1
1.30976089175225e-67	0.992072783975143	0.546	0.26	4.85921290840084e-65	8	Nrp1
5.64989928079604e-52	0.977379805248956	0.639	0.388	2.09611263317533e-49	8	Mcm4
7.02574558526671e-97	0.937265337321138	0.988	0.843	2.60655161213395e-94	8	Gzmb
2.34027490595741e-86	0.89307300225779	0.952	0.747	8.68241990110201e-84	8	Ybx3
3.69185474750715e-17	0.851271115063997	0.155	0.072	1.36967811132515e-14	8	Irak1
1.21949019242419e-82	0.821038174091278	0.955	0.762	4.52430861389375e-80	8	Stat3
5.38440875988832e-83	0.803274979139946	0.99	0.804	1.99761564991857e-80	8	Lag3
3.22252813733181e-125	0.794223488309623	1	0.996	1.1955579389501e-122	8	Gapdh
3.00774398324275e-34	0.640314620743467	0.344	0.171	1.11587301778306e-31	8	Il2ra
1.9079794372759e-101	0.638624483709519	1	0.984	7.07860371229358e-99	8	Lgals1
9.4035172647707e-51	0.635256592574065	0.866	0.619	3.48870490522993e-48	8	Rpn2
2.50652130042425e-14	0.611035247660531	0.121	0.055	9.29919402457396e-12	8	Ier3
6.25259332258039e-18	0.604089573088567	0.163	0.078	2.31971212267732e-15	8	Slc25a37
3.29036540731973e-56	0.587854599926599	0.955	0.732	1.22072556611562e-53	8	Cst7
1.54605857021313e-34	0.581730267203843	0.373	0.189	5.7358772954907e-32	8	Tyms
1.62150871007483e-47	0.573954791516302	0.955	0.793	6.01579731437761e-45	8	Hprt
2.17880248821529e-26	0.569863849113722	0.123	0.041	8.08335723127872e-24	8	Cd200
5.36360217066731e-47	0.567363450743605	0.789	0.534	1.98989640531757e-44	8	Pcna
9.51766411052374e-44	0.559104640889691	0.65	0.395	3.53105338500431e-41	8	Cblb
8.02038647711412e-32	0.517649337463213	0.261	0.117	2.97556338300934e-29	8	Cd9
3.56110765056951e-44	0.517151483806197	0.852	0.609	1.32117093836129e-41	8	Bax
8.04914189539122e-38	0.503256306143113	0.632	0.393	2.98623164319014e-35	8	Il18rap
4.85455466313389e-39	0.488849482950434	0.629	0.373	1.80103978002267e-36	8	Mapk1
3.83992245997082e-49	0.463367122138505	0.995	0.968	1.42461123264918e-46	8	Il2rb
6.02753527020047e-41	0.462349322756756	0.473	0.248	2.23621558524438e-38	8	Pdia4
3.23819923905609e-12	0.429066853050563	0.279	0.166	1.20137191768981e-09	8	Zbtb16
4.32119889110484e-31	0.398044800452194	0.917	0.743	1.60316478859989e-28	8	Klrc1
4.91647224413115e-16	0.379605309225771	0.206	0.109	1.82401120257266e-13	8	Prdm1
1.98498668493205e-29	0.377472096667827	0.806	0.587	7.36430060109792e-27	8	Xbp1
5.80520291863751e-45	0.361499659899568	0.744	0.463	2.15373028281452e-42	8	Nfkb2
1.68105017368504e-12	0.360017933756097	0.165	0.089	6.23669614437149e-10	8	Csf1
3.08517133182655e-23	0.341495416911473	0.184	0.081	1.14459856410765e-20	8	Txk
2.16384907910947e-41	0.332744750058014	0.856	0.587	8.02788008349612e-39	8	Cd27
7.72344818817941e-16	0.32997597930848	0.338	0.211	2.86539927781456e-13	8	Cd38
6.15236260075606e-20	0.314470632063923	0.401	0.249	2.2825265248805e-17	8	Il18r1
2.24481886331226e-15	0.310580722521895	0.482	0.339	8.32827798288849e-13	8	Lilrb4a
3.58394528097155e-31	0.306823853672549	0.962	0.822	1.32964369924044e-28	8	Bcl2a1a
4.93879266163203e-16	0.296472491188779	0.173	0.087	1.83229207746548e-13	8	Tspan32
1.6785309915215e-33	0.295167714933926	0.588	0.349	6.22734997854478e-31	8	Atf6b
6.05684751297388e-41	0.288203080996514	0.546	0.302	2.24709042731331e-38	8	Eomes
3.99221645059772e-34	0.28770017253005	0.534	0.307	1.48111230317176e-31	8	Cd160
2.17780366309768e-19	0.27306692683085	0.978	0.881	8.0796515900924e-17	8	Itgb2
1.68170413313507e-20	0.269729163686058	0.989	0.899	6.2391223339311e-18	8	Zap70
2.31460244290179e-31	0.268925320994672	0.859	0.613	8.58717506316565e-29	8	Tnfrsf18
2.27241906536023e-19	0.266358949701152	0.25	0.133	8.43067473248645e-17	8	Glg1
6.87525406308354e-17	0.254936247108743	0.517	0.35	2.55071925740399e-14	8	Il3ra
7.98312576590537e-17	0.254667925949411	0.99	0.959	2.96173965915089e-14	8	Ctsd
1.08488522903285e-40	0.25173165565861	0.567	0.312	4.02492419971187e-38	8	Dock8
1.87321561238644e-197	5.38889202083072	0.177	0.014	6.94962992195368e-195	9	Csf2
0	5.04037925394519	0.78	0.182	0	9	Xcl1
3.37953331895545e-238	4.23688854072835	0.215	0.017	1.25380686133247e-235	9	Tnfsf8
2.51987999783903e-303	4.03562322944898	0.312	0.03	9.3487547919828e-301	9	Cd200
3.68456037651367e-66	3.3986539720839	0.225	0.066	1.36697189968657e-63	9	Il1r2
1.8210059410587e-157	3.24732729815556	0.141	0.011	6.75593204132777e-155	9	Il1rl1
1.15895352352071e-307	3.14092525349213	0.608	0.133	4.29971757226182e-305	9	Ccr7
6.5647250494738e-58	3.014309073989	0.109	0.019	2.43551299335478e-55	9	Ccr8
2.21869634215483e-224	2.57224802654217	0.76	0.299	8.23136342939441e-222	9	Tnfrsf4
5.88605316120487e-106	2.45345179377488	0.166	0.024	2.18372572280701e-103	9	Tnfrsf25
3.29343008541077e-134	2.40214750601418	0.32	0.071	1.2218625616874e-131	9	Bcl6
6.3868229166058e-187	2.35649964109228	0.451	0.105	2.36951130206075e-184	9	Cd9
4.43014144562126e-32	2.30729583323895	0.318	0.166	1.64358247632549e-29	9	Ccl3
2.14564603569573e-168	2.30256957013108	0.724	0.318	7.96034679243116e-166	9	Irf8
7.1250872743893e-167	2.1916186145862	0.713	0.296	2.64340737879843e-164	9	Cd160
1.20546932474676e-72	2.15599591418726	0.25	0.072	4.4722911948105e-70	9	Lta
1.73068782616398e-46	2.0931494960247	0.124	0.029	6.42085183506838e-44	9	Trat1
6.40606323225553e-143	2.0911234333619	0.504	0.161	2.3766494591668e-140	9	Il2ra
6.6775063507288e-07	2.04573501845976	0.407	0.35	0.000247735485612039	9	Ccl4
6.86594056757329e-69	2.040515697306	0.297	0.1	2.54726395056969e-66	9	Lap3
6.54983672012435e-83	2.02276877971258	0.231	0.056	2.42998942316613e-80	9	Btla
4.66219419404842e-112	2.01468562638093	0.328	0.085	1.72967404599196e-109	9	Myc
1.10703236637135e-196	1.98250471655952	0.874	0.461	4.10709007923772e-194	9	Tnfrsf9
