p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.06355491839387e-38	0.572099121704294	0.942	0.883	7.65578874724125e-36	5	Fyn
3.40788421019378e-34	0.562987051367369	0.864	0.764	1.26432504198189e-31	5	Dusp1
3.00595420816881e-29	0.560841204697654	0.743	0.615	1.11520901123063e-26	5	Rpn2
2.63965540172628e-10	0.546155597800278	0.295	0.217	9.79312154040451e-08	5	Icam1
3.25555679331062e-70	0.53493771245132	0.998	0.973	1.20781157031824e-67	5	Cd8a
2.87385382885501e-47	0.531773599268874	0.974	0.915	1.06619977050521e-44	5	Junb
5.74508785821017e-29	0.531760202392164	0.749	0.602	2.13142759539597e-26	5	Bax
7.56482603805552e-10	0.521406032524192	0.379	0.301	2.8065504601186e-07	5	Mcm2
0.00448183740942935	0.481122864797948	0.115	0.091	1	5	Ticam1
0.0214429733142479	0.480768102193425	0.11	0.09	1	5	Csf1
3.31394495100007e-10	0.426783919068276	0.493	0.398	1.22947357682103e-07	5	Cblb
1.40287193822754e-06	0.426354556582442	0.318	0.254	0.000520465489082418	5	Il18r1
2.3046207977849e-12	0.415411653286348	0.57	0.479	8.55014315978199e-10	5	Casp1
3.71011092138839e-13	0.409756369042254	0.617	0.532	1.37645115183509e-10	5	Lamp1
1.05188913706148e-09	0.390484864641214	0.324	0.243	3.90250869849809e-07	5	Cnot2
2.36206982329418e-20	0.390240009532267	0.67	0.529	8.7632790444214e-18	5	Pcna
5.4085936636233e-41	0.388420136400759	0.998	0.992	2.00658824920424e-38	5	Ptprc
2.29406829221099e-07	0.35033924921383	0.557	0.489	8.51099336410276e-05	5	Cd44
3.26396350125205e-07	0.336271389757943	0.509	0.436	0.000121093045896451	5	Anxa5
2.38433607759834e-14	0.332331901478474	0.819	0.741	8.84588684788985e-12	5	Cst7
0.000157278056552504	0.331591551611692	0.216	0.173	0.0583501589809788	5	Tnfsf10
3.9318796402386e-05	0.316812107990748	0.172	0.129	0.0145872734652852	5	Glg1
1.47670410003944e-11	0.316808021379201	0.472	0.369	5.47857221114631e-09	5	Mapk1
4.47527536238204e-15	0.302136661060887	0.867	0.794	1.66032715944374e-12	5	Hprt
1.60490487974172e-09	0.292464110007487	0.639	0.553	5.95419710384179e-07	5	Myd88
5.75973993327602e-05	0.291483509894201	0.1	0.069	0.021368635152454	5	Irak1
1.5031058086392e-14	0.285850227559729	0.984	0.987	5.57652255005143e-12	5	Lat
1.3702830791049e-05	0.281377456083604	0.451	0.392	0.00508375022347917	5	Tyk2
1.18866119618441e-18	0.278415618338313	0.978	0.956	4.40993303784414e-16	5	Cd3d
0.00014690368327883	0.263378586890745	0.157	0.119	0.0545012664964458	5	H2-DMa
0	5.27162724081825	0.669	0.028	0	6	Ifit3
0	5.24479098864052	0.756	0.047	0	6	Ifit3b
0	5.23252880606796	0.435	0.022	0	6	Ifit1
9.13215748671002e-134	5.22099716811665	0.115	0.009	3.38803042756942e-131	6	Ifi204
0	4.88682957209796	0.404	0.025	0	6	Rsad2
0	4.06564574231471	0.308	0.024	0	6	Cmpk2
3.90743347344295e-274	4.03693088468363	0.283	0.03	1.44965781864734e-271	6	Usp18
0	3.52237584811718	0.531	0.087	0	6	Mx1
0	3.35320322243556	0.798	0.24	0	6	Isg15
2.76128353565767e-67	2.34463344489606	0.249	0.084	1.024436191729e-64	6	Cxcl10
1.0975504665948e-269	2.01464475939027	0.89	0.419	4.0719122310667e-267	6	Irf7
4.84190058597952e-123	1.67066307361964	0.603	0.271	1.7963451173984e-120	6	Ddx58
4.22874563945152e-18	1.53492374874385	0.141	0.067	1.56886463223651e-15	6	Ifitm3
4.42693285510807e-89	1.18169817799318	0.883	0.687	1.64239208924509e-86	6	Lgals9
3.87259571222916e-101	1.09378454870847	0.956	0.815	1.43673300923702e-98	6	Ifi211
4.05382925054919e-41	0.893192014810896	0.511	0.316	1.50397065195375e-38	6	Stat1
4.31978491324362e-19	0.891018455023177	0.29	0.178	1.60264020281338e-16	6	Cd274
2.9696969905273e-11	0.737375112627374	0.253	0.171	1.10175758348563e-08	6	Tnfsf10
1.43755667915554e-17	0.681052277203412	0.368	0.248	5.33333527966705e-15	6	Il12rb1
5.0888111686109e-13	0.668411847277983	0.228	0.143	1.88794894355464e-10	6	Ccnd2
4.06483065142326e-18	0.588365839536396	0.303	0.187	1.50805217167803e-15	6	Cd86
4.77495401548724e-15	0.530224584817152	0.552	0.431	1.77150793974577e-12	6	Casp8
4.0506781264951e-07	0.508005602645442	0.291	0.224	0.000150280158492968	6	Il15ra
0.000446279798830973	0.451585936079066	0.194	0.153	0.165569805366291	6	Dpp4
1.5563522819557e-15	0.44029448793821	0.89	0.855	5.77406696605565e-13	6	Gzmb
2.63864271442593e-14	0.431410408209141	0.603	0.478	9.78936447052019e-12	6	Casp1
1.27408382035665e-06	0.417273501191623	0.146	0.097	0.000472685097352318	6	Socs1
9.46206219069755e-08	0.35289546482135	0.608	0.536	3.51042507274879e-05	6	Klrk1
3.79634099322065e-09	0.323047228320783	0.689	0.592	1.40844250848486e-06	6	Cxcr3
3.53873505921129e-05	0.270823726170445	0.596	0.528	0.0131287070696739	6	Ccr5
3.66705085911147e-05	0.260900863630669	0.655	0.6	0.0136047586873036	6	Ltb
0.000518919433562847	0.259124127120923	0.145	0.108	0.192519109851816	6	Cd1d1
1.2902280902652e-171	4.51781943550129	0.149	0.01	4.78674621488388e-169	7	Itgae
2.00456419661843e-70	3.10173762001006	0.136	0.025	7.43693316945438e-68	7	Trat1
8.4810734425386e-84	3.06590984729655	0.152	0.026	3.14647824718182e-81	7	Tnfrsf25
0	2.55285673284849	0.751	0.151	0	7	Tcf7
3.56207998483747e-166	2.43942797467432	0.534	0.164	1.3215316743747e-163	7	Il7r
1.20668923549681e-79	2.37142925900714	0.178	0.036	4.47681706369316e-77	7	Nt5e
3.15964303125349e-73	2.13814646304052	0.535	0.287	1.17222756459504e-70	7	Cd7
9.84852682994197e-19	1.89366767046143	0.182	0.091	3.65380345390847e-16	7	Cxcl10
9.26582092889563e-34	1.82155414779773	0.216	0.09	3.43761956462028e-31	7	Fas
4.40750550896614e-23	1.681544310326	0.228	0.115	1.63518454382644e-20	7	Trib2
6.76034172473913e-40	1.3983227197127	0.255	0.103	2.50808677987822e-37	7	Cd9
3.58773346595168e-10	1.37789584496273	0.112	0.058	1.33104911586807e-07	7	Qpct
5.41152074668249e-17	1.3651960701081	0.138	0.062	2.0076741970192e-14	7	Btla
0.000676947068570421	1.35636482352749	0.128	0.175	0.251147362439626	7	Zbtb16
2.61679549384667e-11	1.25133400837754	0.123	0.064	9.70831128217114e-09	7	Pik3ip1
1.15539069557695e-22	1.22301357629848	0.378	0.235	4.28649948059049e-20	7	Arl4c
1.70249256991794e-13	1.19475746297109	0.152	0.079	6.31624743439554e-11	7	Bcl6
3.96342672160595e-07	1.18698361853601	0.176	0.119	0.000147043131371581	7	H2-DMa
8.43958272952696e-41	1.06433792041261	0.752	0.589	3.1310851926545e-38	7	Cxcr3
9.43409426038339e-52	1.04539152048622	0.889	0.802	3.50004897060224e-49	7	Icos
4.23228263422358e-08	1.04063599332963	0.255	0.182	1.57017685729695e-05	7	Cd274
1.63719305611269e-05	1.02471767764114	0.204	0.153	0.00607398623817807	7	Dpp4
1.25162330780344e-18	1.01905340976877	0.43	0.294	4.64352247195075e-16	7	Jak2
7.78135014455703e-19	0.988137103073591	0.521	0.381	2.88688090363066e-16	7	Mbp
2.74842740417924e-11	0.920690928925547	0.441	0.338	1.0196665669505e-08	7	Birc3
2.7501405130453e-06	0.861676335383622	0.324	0.256	0.00102030213033981	7	Il18r1
1.55440663311357e-12	0.841496404027366	0.362	0.254	5.76684860885136e-10	7	Cxcr4
0.000488872393285525	0.794093343785851	0.127	0.091	0.18137165790893	7	Mapk8
1.17809902855442e-15	0.780253798607786	0.393	0.268	4.37074739593691e-13	7	Rora
2.16528397624853e-06	0.770795003790147	0.213	0.152	0.000803320355188203	7	Foxo1
5.6288276845557e-23	0.740347403797152	0.844	0.783	2.08829507097016e-20	7	Bin2
7.72529994069639e-23	0.739025296374015	0.656	0.506	2.86608627799836e-20	7	Cd69
0.000921829154362633	0.73488232337843	0.146	0.109	0.341998616268537	7	Cd1d1
1.05218683961102e-75	0.724362477166887	0.999	0.994	3.90361317495688e-73	7	Btg1
1.43126213415455e-12	0.709507152435164	0.106	0.049	5.3099825177134e-10	7	Sell
5.67747339069945e-37	0.678603659998574	0.969	0.917	2.1063426279495e-34	7	Junb
0.000108556970737737	0.678212739968332	0.245	0.19	0.0402746361437004	7	Stat5a
9.09832752017476e-09	0.675746364895163	0.252	0.174	3.37547950998484e-06	7	Ighm
9.66296009110698e-05	0.635494244632874	0.327	0.264	0.0358495819380069	7	Nrp1
0.000475539754219442	0.633629948994555	0.414	0.365	0.176425248815413	7	Ikbkb
4.04409451111709e-07	0.601246014866705	0.302	0.23	0.000150035906362444	7	Fyb
6.72846626898697e-08	0.599391190674094	0.641	0.588	2.49626098579417e-05	7	Cd28
4.01792364439082e-11	0.595616893278802	0.714	0.634	1.490649672069e-08	7	Trbc1
3.33954554612547e-06	0.580116652657763	0.593	0.536	0.00123897139761255	7	Lamp1
2.42857621349015e-07	0.571530180411221	0.589	0.517	9.01001775204846e-05	7	Ifnar1
1.5085350792036e-08	0.532836144155688	0.512	0.425	5.59666514384534e-06	7	Il4ra
4.77044771400628e-46	0.52999120722972	0.989	0.986	1.76983610189633e-43	7	Lat
1.28810169954918e-08	0.499372239837948	0.859	0.842	4.77885730532746e-06	7	Bcl2a1a
4.9102718227761e-08	0.484536124158543	0.687	0.612	1.82171084624993e-05	7	Stat4
0.00310494134654834	0.484272848142508	0.592	0.559	1	7	Myd88
1.15752082464423e-12	0.479899585086052	0.83	0.77	4.29440225943008e-10	7	Dusp1
1.07479557312518e-11	0.468442045602895	0.948	0.929	3.98749157629441e-09	7	Ifngr1
0.00378831203090665	0.448300098667586	0.502	0.469	1	7	Igbp1
2.296612598086e-05	0.424552763622227	0.556	0.492	0.00852043273889906	7	Cd44
1.07844579928569e-09	0.42433781497081	0.888	0.889	4.00103391534992e-07	7	Fyn
3.0184387154479e-41	0.417846289664839	0.315	0.137	1.11984076343117e-38	7	Ccr7
4.10419970488234e-09	0.413052736526748	0.86	0.841	1.52265809051135e-06	7	Itk
5.11538575500942e-28	0.402614666363631	0.995	0.992	1.8978081151085e-25	7	Ptprc
0.00854943238294171	0.401433071384894	0.519	0.486	1	7	Casp1
0.0235396476276802	0.394100425061603	0.141	0.116	1	7	Tnfsf14
0.00207156729720986	0.393519008702331	0.132	0.098	0.768551467264857	7	Socs1
0.0447084708130452	0.386502041668598	0.53	0.51	1	7	Runx3
1.16324325234127e-19	0.369254513651436	0.983	0.985	4.31563246618612e-17	7	Lck
0.00719802143581137	0.362946568537566	0.626	0.603	1	7	Ltb
9.10542088150449e-05	0.361314200128794	0.522	0.452	0.0337811114703816	7	Irf7
2.10240805211357e-24	0.350439788695807	0.998	0.998	7.79993387334133e-22	7	Fth1
1.31868627001858e-10	0.350399371980025	0.952	0.959	4.89232606176894e-08	7	Cd3d
0.00253009656323122	0.325684069707043	0.705	0.692	0.938665824958783	7	Cd5
0.040352063398803	0.308844868284906	0.378	0.35	1	7	Psen1
0.0443922059044392	0.306457673686287	0.424	0.396	1	7	Tyk2
0.0137653438749307	0.278655827085127	0.115	0.089	1	7	Myc
0.0478038440501755	0.272772712579176	0.225	0.195	1	7	Slamf1
0.00551627012174845	0.266089494636004	0.829	0.826	1	7	Ifi211
0.0008038497508599	0.250459913794046	0.79	0.792	0.298228257569023	7	Cd6
0	7.19326005834594	0.876	0.022	0	8	Sell
0	6.06032991620028	0.422	0.013	0	8	Cxcr5
0	5.62725850548393	0.273	0.01	0	8	Il6ra
0	4.18253750073206	0.968	0.162	0	8	Tcf7
0	4.03767068335538	0.932	0.12	0	8	Ccr7
1.75698897789798e-116	3.86254538675695	0.33	0.058	6.51842910800152e-114	8	Pik3ip1
4.60957007120179e-83	3.6592755062885	0.208	0.032	1.71015049641586e-80	8	Lef1
0	3.6223323144486	0.824	0.165	0	8	Il7r
3.49982182085109e-74	3.59602148365868	0.149	0.018	1.29843389553575e-71	8	Tlr1
2.58398231093619e-88	3.52636566715393	0.348	0.081	9.58657437357325e-86	8	Myc
4.90036045968912e-82	3.28123409098774	0.309	0.068	1.81803373054466e-79	8	Txk
3.43452843779517e-40	3.27414055205635	0.151	0.032	1.27421005042201e-37	8	Gzmm
1.40786601169545e-61	3.1990412709519	0.158	0.024	5.22318290339012e-59	8	Bach2
5.60701908831423e-51	3.11574309269429	0.237	0.061	2.08020408176458e-48	8	Jun
1.18137883082284e-127	2.98886466028484	0.58	0.165	4.38291546235275e-125	8	Ighm
9.33217846621932e-180	2.98393459327509	0.894	0.414	3.46223821096737e-177	8	Il4ra
3.32536725468801e-22	2.96224039753385	0.185	0.068	1.23371125148925e-19	8	Bcl2
