p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
3.21917203889649e-73	2.87804268978862	0.221	0.039	1.1943128264306e-70	8	Nt5e
3.6297338797764e-39	2.77482971916396	0.217	0.062	1.34663126939705e-36	8	Btla
1.15221642261468e-24	2.59899163026518	0.23	0.092	4.27472292790048e-22	8	Cxcl10
4.88879249980329e-30	2.44813684098283	0.251	0.092	1.81374201742702e-27	8	Fas
1.65150018572522e-96	2.43070680419782	0.835	0.504	6.12706568904055e-94	8	Cd69
2.90187868102873e-21	2.24225039492809	0.223	0.096	1.07659699066166e-18	8	Socs1
1.06580437165777e-26	1.98469506779434	0.429	0.237	3.95413421885033e-24	8	Arl4c
2.32996107262791e-209	1.85945165193984	1	0.994	8.64415557944953e-207	8	Btg1
9.39253987643223e-25	1.8272730193648	0.544	0.362	3.48463229415636e-22	8	Ikbkb
3.28954727588968e-18	1.74754000072642	0.237	0.109	1.22042203935507e-15	8	Cd72
5.54212606882544e-27	1.61358182249808	0.537	0.338	2.05612877153424e-24	8	Birc3
8.81180451863819e-17	1.5773317612309	0.404	0.256	3.26917947641477e-14	8	Cxcr4
0.000293344219751049	1.50467026790742	0.172	0.121	0.108830705527639	8	H2-DMa
3.40017280146684e-05	1.4922756117678	0.217	0.154	0.012614641093442	8	Dpp4
2.12774588989152e-06	1.45558620595678	0.135	0.076	0.000789393725149754	8	Slc25a37
0.00279613265038756	1.36657164409521	0.23	0.185	1	8	Cd274
3.85050019892002e-07	1.34819830313392	0.377	0.294	0.000142853557379933	8	Ddx58
0.0129157996448918	1.3480772602117	0.183	0.148	1	8	Ccnd2
1.42904560369651e-61	1.2793328575907	0.982	0.929	5.30175918971406e-59	8	Ifngr1
0.000344459004222019	1.20838990541461	0.129	0.082	0.127794290566369	8	Bcl6
0.00125459452961921	1.15397710281455	0.465	0.439	0.465454570488728	8	Casp8
2.31084539735307e-32	1.09689163276264	0.892	0.84	8.57323642417988e-30	8	Itk
3.24117785629477e-09	1.07668940238162	0.533	0.454	1.20247698468536e-06	8	Irf7
5.34801575243706e-16	1.07442196198754	0.704	0.614	1.98411384415415e-13	8	Stat4
0.0158419387586294	1.00472651050004	0.199	0.163	1	8	Nod1
4.41832975992454e-20	0.985767091496102	0.837	0.785	1.63920034093201e-17	8	Bin2
1.4099016762922e-09	0.955323555635873	0.226	0.131	5.23073521904405e-07	8	Gzma
1.01346349190413e-18	0.943467380249865	0.472	0.297	3.75994955496434e-16	8	Cd7
9.08765007586019e-06	0.908337054420498	0.578	0.539	0.00337151817814413	8	Lamp1
3.86048880152462e-30	0.900555234670431	0.937	0.92	1.43224134536564e-27	8	Junb
0.025547734567956	0.89512922024546	0.167	0.134	1	8	Lipa
4.71989917330671e-18	0.865537798894362	0.822	0.772	1.75108259329679e-15	8	Dusp1
1.6108615961846e-05	0.851432393220258	0.131	0.077	0.00597629652184486	8	Ifit3
1.75636766809073e-05	0.80729293510578	0.695	0.706	0.00651612404861662	8	Vps28
6.53605242924423e-60	0.771951230975413	0.995	0.992	2.42487545124961e-57	8	Ptprc
2.63966897039354e-24	0.741718830728326	0.953	0.958	9.79317188016002e-22	8	Cd3d
6.90097780618621e-06	0.64742883780926	0.686	0.638	0.00256026276609508	8	Trbc1
1.5204075978836e-40	0.623621381693637	0.993	0.992	5.64071218814816e-38	8	Selplg
8.03386848114171e-38	0.621446896606587	1	0.998	2.98056520650358e-35	8	Fth1
0.000822353702509855	0.568415946768653	0.718	0.702	0.305093223631156	8	Lgals9
0.0127429957725432	0.558629408688137	0.063	0.101	1	8	Lap3
0.0173558897837799	0.536141793501689	0.122	0.17	1	8	Cd37
1.87036155183395e-21	0.51930685898277	0.989	0.984	6.93904135730395e-19	8	Lck
3.55782018727582e-05	0.5029201032865	0.16	0.101	0.0131995128947933	8	Ifit3b
3.25005402616228e-19	0.493030877925413	0.984	0.987	1.2057700437062e-16	8	Lat
0.000246608377539084	0.392858142368125	0.289	0.402	0.0914917080670003	8	Tyk2
4.41454405681367e-42	0.353500278875009	1	1	1.63779584507787e-39	8	H2-K1
2.48290046530343e-06	0.333352405562273	0.196	0.326	0.000921156072627572	8	Dock8
0.0109084439315623	0.312377150074588	0.09	0.138	1	8	Egr1
0.0486142343678748	0.296798104323926	0.296	0.358	1	8	Atf6b
5.25502628386078e-05	0.287283884345639	0.964	0.983	0.0194961475131235	8	Dusp2
2.38311943342245e-05	0.270751098196541	0.275	0.405	0.0088413730979973	8	Kdelr1
0.0362533769787989	0.268333510920419	0.422	0.515	1	8	Runx3
